dt,txns,net_amount,avg_ticket,active_users,active_cards,fraud_count,fraud_rate,online_share,refund_count
2015-01-18,4682,184484.33,39.4,1374,2270,0,0.0,11.09,238
2015-01-19,4807,194446.03,40.45,1373,2340,0,0.0,12.04,251
2015-01-20,4625,193078.44,41.75,1363,2273,0,0.0,12.63,219
2015-01-21,4753,217818.45,45.83,1372,2310,0,0.0,11.51,242
2015-01-22,4173,199167.21,47.73,1322,2182,0,0.0,14.23,175
2015-01-23,4452,188485.37,42.34,1357,2231,0,0.0,12.51,267
2015-01-24,4661,193077.76,41.42,1364,2293,0,0.0,11.8,228
2015-01-25,4576,196310.62,42.9,1337,2280,0,0.0,12.46,201
2015-01-26,4690,199088.42,42.45,1362,2263,0,0.0,12.07,235
2015-01-27,4630,197776.57,42.72,1372,2314,0,0.0,12.57,203
2015-01-28,4728,208334.79,44.06,1365,2310,0,0.0,12.01,214
2015-01-29,4214,193717.41,45.97,1338,2170,0,0.0,13.17,165
2015-01-30,4316,185259.97,42.92,1330,2196,0,0.0,12.49,237
2015-01-31,4756,193737.26,40.74,1374,2326,0,0.0,12.28,219
2015-02-01,4772,194054.05,40.67,1365,2282,0,0.0,11.74,235
2015-02-02,4695,198469.13,42.27,1372,2295,0,0.0,12.37,218
2015-02-03,4721,205358.32,43.5,1376,2317,0,0.0,12.65,224
2015-02-04,4701,204919.37,43.59,1356,2276,0,0.0,12.36,202
2015-02-05,4234,203668.43,48.1,1336,2187,0,0.0,11.86,176
2015-02-06,4308,200766.8,46.6,1338,2211,0,0.0,12.3,215
2015-02-07,4661,205672.95,44.13,1373,2324,0,0.0,12.06,201
2015-02-08,4711,204017.02,43.31,1363,2274,0,0.0,12.57,216
2015-02-09,4734,206048.17,43.53,1374,2307,0,0.0,11.72,217
2015-02-10,4869,193762.78,39.8,1377,2355,0,0.0,12.01,252
2015-02-11,4822,216135.62,44.82,1389,2382,0,0.0,12.21,221
2015-02-12,4315,199167.01,46.16,1345,2181,0,0.0,12.1,195
2015-02-13,4423,185839.45,42.02,1364,2211,0,0.0,12.16,252
2015-02-14,4656,195290.21,41.94,1369,2264,0,0.0,12.74,225
2015-02-15,4689,194775.07,41.54,1365,2299,0,0.0,11.9,226
2015-02-16,4716,202492.22,42.94,1360,2303,0,0.0,12.17,237
2015-02-17,4684,201193.42,42.95,1368,2295,0,0.0,12.68,230
2015-02-18,4796,216612.16,45.17,1374,2298,0,0.0,12.84,226
2015-02-19,4180,198625.06,47.52,1338,2165,0,0.0,13.23,184
2015-02-20,4410,176668.92,40.06,1320,2193,0,0.0,12.11,268
2015-02-21,4767,177836.29,37.31,1338,2279,0,0.0,13.97,197
2015-02-22,4697,202000.71,43.01,1366,2300,0,0.0,11.6,216
2015-02-23,4724,206741.73,43.76,1389,2317,0,0.0,12.21,223
2015-02-24,4768,208388.29,43.71,1370,2327,0,0.0,11.54,221
2015-02-25,4686,215250.29,45.93,1371,2333,0,0.0,11.74,204
2015-02-26,4242,196352.59,46.29,1340,2192,0,0.0,12.56,171
2015-02-27,4365,185602.66,42.52,1337,2204,0,0.0,11.11,257
2015-02-28,4763,201727.23,42.35,1368,2306,0,0.0,11.48,238
2015-03-01,4815,193587.09,40.21,1363,2328,0,0.0,11.78,250
2015-03-02,4817,208008.39,43.18,1372,2317,0,0.0,11.79,240
2015-03-03,4686,200410.06,42.77,1378,2290,0,0.0,12.55,219
2015-03-04,4821,215568.03,44.71,1377,2332,0,0.0,12.4,232
2015-03-05,4259,189997.68,44.61,1344,2217,0,0.0,12.49,189
2015-03-06,4419,182878.64,41.38,1350,2230,0,0.0,12.11,260
2015-03-07,4738,201765.24,42.58,1371,2331,0,0.0,11.23,218
2015-03-08,4718,193855.93,41.09,1358,2298,0,0.0,12.46,225
2015-03-09,4810,198275.98,41.22,1382,2314,0,0.0,12.0,232
2015-03-10,4764,208444.22,43.75,1367,2339,0,0.0,12.38,232
2015-03-11,4853,210606.76,43.4,1375,2342,0,0.0,12.26,242
2015-03-12,4199,192725.14,45.9,1344,2176,0,0.0,12.79,171
2015-03-13,4391,194748.72,44.35,1348,2211,0,0.0,12.46,269
2015-03-14,4836,200636.91,41.49,1383,2343,0,0.0,12.28,237
2015-03-15,4664,191848.92,41.13,1360,2302,0,0.0,11.88,222
2015-03-16,4709,209434.8,44.48,1368,2300,0,0.0,12.51,194
2015-03-17,4760,212421.22,44.63,1358,2309,0,0.0,12.48,240
2015-03-18,4743,217096.38,45.77,1365,2325,0,0.0,12.52,224
2015-03-19,4312,189636.58,43.98,1349,2205,0,0.0,12.69,186
2015-03-20,4427,185112.4,41.81,1354,2214,0,0.0,12.08,260
2015-03-21,4734,199827.75,42.21,1374,2345,0,0.0,12.17,216
2015-03-22,4845,198723.4,41.02,1363,2359,0,0.0,11.79,218
2015-03-23,4787,200612.95,41.91,1377,2323,0,0.0,11.55,241
2015-03-24,4822,206112.52,42.74,1382,2324,0,0.0,12.17,228
2015-03-25,4792,218025.92,45.5,1374,2324,0,0.0,12.0,215
2015-03-26,4238,203088.26,47.92,1334,2179,0,0.0,13.4,167
2015-03-27,4317,192408.64,44.57,1359,2217,0,0.0,12.88,232
2015-03-28,4797,206569.65,43.06,1364,2320,0,0.0,12.13,226
2015-03-29,4647,196118.57,42.2,1370,2277,0,0.0,11.94,231
2015-03-30,4790,208664.39,43.56,1369,2358,4,0.0835,12.53,211
2015-03-31,4787,211249.46,44.13,1372,2312,11,0.2298,12.05,244
2015-04-01,4843,220521.09,45.53,1377,2319,17,0.351,12.45,226
2015-04-02,4311,199205.79,46.21,1344,2215,0,0.0,12.43,203
2015-04-03,4382,189088.1,43.15,1349,2169,30,0.6846,12.55,247
2015-04-04,4799,200603.96,41.8,1384,2324,0,0.0,12.42,241
2015-04-05,4789,200669.49,41.9,1387,2332,20,0.4176,12.24,213
2015-04-06,4741,196657.17,41.48,1369,2330,9,0.1898,12.51,232
2015-04-07,4851,209668.1,43.22,1358,2344,16,0.3298,12.97,228
2015-04-08,4778,217668.42,45.56,1367,2342,4,0.0837,11.95,217
2015-04-09,4214,193830.37,46.0,1329,2129,0,0.0,12.53,170
2015-04-10,4412,177404.81,40.21,1347,2213,22,0.4986,13.01,263
2015-04-11,4728,198011.65,41.88,1387,2307,4,0.0846,12.75,222
2015-04-12,4739,193899.09,40.92,1372,2324,12,0.2532,11.99,210
2015-04-13,4738,197630.15,41.71,1370,2332,13,0.2744,12.49,211
2015-04-14,4879,213105.37,43.68,1383,2357,8,0.164,12.34,223
2015-04-15,4811,216231.69,44.95,1376,2296,6,0.1247,12.26,228
2015-04-16,4173,194613.15,46.64,1337,2161,0,0.0,12.82,185
2015-04-17,4287,185870.03,43.36,1349,2185,12,0.2799,12.81,230
2015-04-18,4742,193795.39,40.87,1383,2355,2,0.0422,12.4,219
2015-04-19,4721,204347.1,43.28,1389,2314,12,0.2542,11.95,226
2015-04-20,4779,203602.53,42.6,1373,2323,4,0.0837,12.05,223
2015-04-21,4741,198069.47,41.78,1372,2292,21,0.4429,12.49,218
2015-04-22,4800,207378.98,43.2,1367,2295,16,0.3333,12.33,244
2015-04-23,4281,192204.1,44.9,1330,2177,4,0.0934,13.27,202
2015-04-24,4371,201453.67,46.09,1369,2239,19,0.4347,13.09,228
2015-04-25,4717,205103.97,43.48,1359,2279,0,0.0,11.66,230
2015-04-26,4746,208907.97,44.02,1376,2312,34,0.7164,12.83,222
2015-04-27,4816,208057.16,43.2,1390,2340,27,0.5606,12.87,219
2015-04-28,4771,201427.24,42.22,1379,2302,20,0.4192,11.76,232
2015-04-29,4850,216346.22,44.61,1392,2342,15,0.3093,12.6,239
2015-04-30,4217,185765.34,44.05,1330,2198,2,0.0474,12.97,190
2015-05-01,4330,191492.87,44.22,1367,2215,19,0.4388,12.68,226
2015-05-02,4773,201361.38,42.19,1381,2309,2,0.0419,11.63,239
2015-05-03,4815,197693.39,41.06,1370,2305,15,0.3115,11.65,239
2015-05-04,4755,198719.35,41.79,1381,2287,16,0.3365,11.8,226
2015-05-05,4608,201730.26,43.78,1352,2253,13,0.2821,12.61,194
2015-05-06,4745,218204.11,45.99,1380,2322,11,0.2318,12.75,218
2015-05-07,4114,200834.73,48.82,1331,2123,2,0.0486,12.88,178
2015-05-08,4451,193317.68,43.43,1335,2223,10,0.2247,12.33,256
2015-05-09,4765,198471.56,41.65,1374,2323,0,0.0,12.24,233
2015-05-10,4683,197906.88,42.26,1383,2306,8,0.1708,12.02,215
2015-05-11,4793,200843.41,41.9,1371,2345,5,0.1043,13.04,242
2015-05-12,4757,190636.98,40.08,1354,2286,11,0.2312,12.32,248
2015-05-13,4835,212027.41,43.85,1376,2331,5,0.1034,12.39,220
2015-05-14,4280,209640.16,48.98,1355,2197,0,0.0,12.36,172
2015-05-15,4480,194307.35,43.37,1349,2232,5,0.1116,13.17,249
2015-05-16,4741,191689.65,40.43,1398,2324,0,0.0,12.49,233
2015-05-17,4816,208394.98,43.27,1368,2337,7,0.1453,12.58,222
2015-05-18,4715,201639.43,42.77,1369,2318,7,0.1485,12.2,212
2015-05-19,4751,201673.52,42.45,1367,2277,1,0.021,12.36,220
2015-05-20,4941,218279.56,44.18,1386,2350,11,0.2226,13.09,251
2015-05-21,4268,196804.23,46.11,1344,2206,0,0.0,12.16,184
2015-05-22,4385,189934.79,43.31,1350,2205,35,0.7982,13.73,247
2015-05-23,4849,210000.94,43.31,1375,2332,0,0.0,12.44,224
2015-05-24,4793,198399.43,41.39,1386,2291,29,0.605,12.46,230
2015-05-25,4786,204718.42,42.77,1370,2336,14,0.2925,12.16,223
2015-05-26,4762,204525.39,42.95,1375,2300,15,0.315,12.45,218
2015-05-27,4857,217604.5,44.8,1375,2394,19,0.3912,13.01,213
2015-05-28,4372,209637.5,47.95,1324,2187,2,0.0457,12.65,202
2015-05-29,4410,195928.98,44.43,1350,2213,16,0.3628,13.54,241
2015-05-30,4867,184120.55,37.83,1348,2309,0,0.0,14.44,230
2015-05-31,4791,200323.75,41.81,1371,2293,5,0.1044,12.15,242
2015-06-01,4811,216145.48,44.93,1385,2320,18,0.3741,12.49,230
2015-06-02,4797,199039.8,41.49,1378,2310,4,0.0834,11.78,239
2015-06-03,4867,227767.74,46.8,1389,2366,3,0.0616,11.86,233
2015-06-04,4364,200940.39,46.05,1356,2230,0,0.0,11.98,205
2015-06-05,4323,186103.97,43.05,1334,2170,18,0.4164,13.97,237
2015-06-06,4716,192653.47,40.85,1365,2294,0,0.0,12.89,219
2015-06-07,4808,205013.73,42.64,1376,2305,14,0.2912,12.42,219
2015-06-08,4891,201979.4,41.3,1408,2385,13,0.2658,12.27,235
2015-06-09,4682,195468.35,41.75,1365,2266,4,0.0854,11.6,237
2015-06-10,4736,207332.06,43.78,1377,2322,8,0.1689,11.93,243
2015-06-11,4313,204846.21,47.5,1338,2198,0,0.0,12.08,182
2015-06-12,4422,193004.09,43.65,1366,2240,5,0.1131,12.1,233
2015-06-13,4867,195196.93,40.11,1375,2346,0,0.0,12.12,265
2015-06-14,4834,196191.32,40.59,1382,2335,12,0.2482,12.74,242
2015-06-15,4695,196927.7,41.94,1370,2308,23,0.4899,12.61,230
2015-06-16,4864,215859.25,44.38,1376,2369,17,0.3495,11.78,260
2015-06-17,4873,211855.02,43.48,1389,2350,21,0.4309,11.45,244
2015-06-18,4354,214758.03,49.32,1346,2227,0,0.0,12.63,184
2015-06-19,4461,193181.69,43.3,1346,2210,13,0.2914,12.82,258
2015-06-20,4720,199823.62,42.34,1360,2302,0,0.0,12.61,235
2015-06-21,4822,199301.65,41.33,1379,2339,10,0.2074,12.38,239
2015-06-22,4673,199779.42,42.75,1386,2304,10,0.214,12.82,213
2015-06-23,4753,198302.34,41.72,1387,2319,13,0.2735,12.16,227
2015-06-24,4897,215708.79,44.05,1387,2340,19,0.388,12.17,238
2015-06-25,4338,202473.15,46.67,1351,2189,2,0.0461,12.89,203
2015-06-26,4536,188985.53,41.66,1355,2236,10,0.2205,13.34,234
2015-06-27,4750,200280.11,42.16,1374,2280,0,0.0,11.96,229
2015-06-28,4797,210529.04,43.89,1384,2334,12,0.2502,12.8,209
2015-06-29,4703,198974.94,42.31,1364,2305,13,0.2764,12.06,218
2015-06-30,4867,206551.37,42.44,1373,2337,9,0.1849,12.18,243
2015-07-01,4903,211847.81,43.21,1390,2362,5,0.102,11.91,254
2015-07-02,4342,196616.57,45.28,1338,2202,0,0.0,12.41,208
2015-07-03,4471,199839.83,44.7,1356,2268,16,0.3579,13.93,227
2015-07-04,4781,179111.97,37.46,1366,2310,0,0.0,15.21,212
2015-07-05,4768,202057.34,42.38,1370,2316,23,0.4824,12.37,239
2015-07-06,4867,199522.08,40.99,1386,2355,34,0.6986,13.17,239
2015-07-07,4895,199093.94,40.67,1383,2403,17,0.3473,12.26,266
2015-07-08,4802,214189.41,44.6,1375,2283,17,0.354,12.08,240
2015-07-09,4328,201240.75,46.5,1359,2204,2,0.0462,14.05,176
2015-07-10,4373,199124.74,45.54,1341,2222,23,0.526,13.56,234
2015-07-11,4829,200416.32,41.5,1372,2332,0,0.0,12.51,223
2015-07-12,4837,204702.08,42.32,1386,2323,33,0.6822,12.24,241
2015-07-13,4708,204709.81,43.48,1361,2272,17,0.3611,12.77,237
2015-07-14,4869,206850.97,42.48,1386,2378,8,0.1643,12.53,236
2015-07-15,4881,217072.36,44.47,1392,2353,5,0.1024,12.03,234
2015-07-16,4351,195558.29,44.95,1350,2192,0,0.0,12.41,171
2015-07-17,4371,196345.08,44.92,1342,2202,13,0.2974,13.29,238
2015-07-18,4867,206812.3,42.49,1391,2358,2,0.0411,11.61,224
2015-07-19,4882,212655.14,43.56,1377,2344,28,0.5735,12.8,242
2015-07-20,4838,202886.98,41.94,1389,2336,16,0.3307,12.22,234
2015-07-21,4808,203025.73,42.23,1373,2369,14,0.2912,11.88,239
2015-07-22,4807,215029.68,44.73,1372,2363,21,0.4369,12.5,221
2015-07-23,4214,193949.53,46.03,1358,2195,2,0.0475,12.67,163
2015-07-24,4457,192533.31,43.2,1337,2182,27,0.6058,12.65,272
2015-07-25,4846,195445.71,40.33,1385,2337,0,0.0,12.46,249
2015-07-26,4823,204577.88,42.42,1377,2330,17,0.3525,12.36,247
2015-07-27,4804,199557.99,41.54,1369,2327,12,0.2498,12.59,225
2015-07-28,4796,201103.74,41.93,1364,2315,12,0.2502,11.45,243
2015-07-29,4829,204706.1,42.39,1373,2318,15,0.3106,12.51,224
2015-07-30,4381,189720.0,43.31,1353,2225,2,0.0457,12.49,194
2015-07-31,4461,197932.37,44.37,1349,2226,35,0.7846,12.62,244
2015-08-01,4711,196728.09,41.76,1382,2301,0,0.0,11.78,243
2015-08-02,4821,201795.51,41.86,1372,2268,22,0.4563,11.74,239
2015-08-03,4816,201211.27,41.78,1374,2358,11,0.2284,12.33,229
2015-08-04,4832,202675.88,41.94,1375,2320,22,0.4553,12.56,241
2015-08-05,4824,219928.88,45.59,1381,2299,14,0.2902,12.27,245
2015-08-06,4163,184907.76,44.42,1323,2156,2,0.048,14.1,193
2015-08-07,4383,178703.82,40.77,1337,2172,10,0.2282,12.39,270
2015-08-08,4797,197878.7,41.25,1364,2334,0,0.0,11.84,233
2015-08-09,4681,206487.4,44.11,1360,2267,36,0.7691,13.29,214
2015-08-10,4794,203475.61,42.44,1367,2300,20,0.4172,12.49,252
2015-08-11,4724,193488.99,40.96,1371,2289,18,0.381,12.96,231
2015-08-12,4795,214418.18,44.72,1376,2343,13,0.2711,11.7,218
2015-08-13,4337,205951.4,47.49,1348,2212,0,0.0,13.03,199
2015-08-14,4211,184876.32,43.9,1343,2172,18,0.4275,12.78,211
2015-08-15,4740,190612.43,40.21,1358,2310,4,0.0844,12.38,248
2015-08-16,4864,200388.18,41.2,1388,2324,19,0.3906,13.3,224
2015-08-17,4736,203351.13,42.94,1375,2311,15,0.3167,12.75,212
2015-08-18,4821,202909.72,42.09,1383,2329,20,0.4149,13.19,235
2015-08-19,4909,215250.46,43.85,1393,2321,8,0.163,12.32,228
2015-08-20,4321,197728.79,45.76,1376,2220,0,0.0,13.15,197
2015-08-21,4562,195055.6,42.76,1362,2263,11,0.2411,13.28,289
2015-08-22,4763,199329.39,41.85,1366,2322,2,0.042,11.76,220
2015-08-23,4764,195146.18,40.96,1358,2281,28,0.5877,12.47,219
2015-08-24,4793,195103.45,40.71,1387,2363,6,0.1252,12.69,236
2015-08-25,4807,202483.6,42.12,1383,2313,3,0.0624,13.46,232
2015-08-26,4840,211888.72,43.78,1400,2344,5,0.1033,11.76,214
2015-08-27,4221,196720.81,46.61,1344,2191,4,0.0948,12.72,175
2015-08-28,4517,194249.75,43.0,1339,2208,11,0.2435,11.95,270
2015-08-29,4869,203296.27,41.75,1384,2350,2,0.0411,11.95,236
2015-08-30,4766,193298.7,40.56,1385,2331,19,0.3987,12.38,227
2015-08-31,4811,204096.36,42.42,1385,2346,15,0.3118,12.37,231
2015-09-01,4685,201913.45,43.1,1377,2287,7,0.1494,12.57,227
2015-09-02,4798,212367.68,44.26,1381,2317,17,0.3543,11.94,214
2015-09-03,4157,187687.79,45.15,1354,2178,0,0.0,12.15,162
2015-09-04,4402,194042.81,44.08,1365,2246,0,0.0,11.99,229
2015-09-05,4823,178888.17,37.09,1372,2333,0,0.0,14.66,218
2015-09-06,4812,203115.62,42.21,1395,2333,6,0.1247,11.99,238
2015-09-07,4870,208909.96,42.9,1375,2340,16,0.3285,12.05,232
2015-09-08,4768,197988.18,41.52,1368,2277,5,0.1049,12.27,228
2015-09-09,4785,213950.81,44.71,1377,2283,8,0.1672,12.46,234
2015-09-10,4347,198901.43,45.76,1357,2187,0,0.0,12.4,186
2015-09-11,4272,177534.01,41.56,1334,2170,11,0.2575,12.83,242
2015-09-12,4711,206705.85,43.88,1384,2332,0,0.0,12.21,211
2015-09-13,4788,199849.7,41.74,1388,2316,21,0.4386,12.47,227
2015-09-14,4823,203906.38,42.28,1390,2346,11,0.2281,12.48,235
2015-09-15,4767,197942.83,41.52,1368,2301,12,0.2517,12.61,241
2015-09-16,4859,210510.45,43.32,1376,2317,10,0.2058,13.03,244
2015-09-17,4298,198448.16,46.17,1354,2211,0,0.0,13.12,184
2015-09-18,4362,190146.04,43.59,1352,2220,26,0.5961,13.32,234
2015-09-19,4744,202545.59,42.7,1380,2333,2,0.0422,12.25,211
2015-09-20,4980,212765.28,42.72,1380,2344,30,0.6024,12.69,248
2015-09-21,4825,205835.49,42.66,1373,2327,23,0.4767,12.44,235
2015-09-22,4807,204535.1,42.55,1383,2325,9,0.1872,11.65,226
2015-09-23,4865,219542.03,45.13,1376,2334,7,0.1439,12.17,255
2015-09-24,4156,188315.56,45.31,1342,2151,0,0.0,12.95,184
2015-09-25,4426,184790.78,41.75,1374,2251,9,0.2033,12.79,241
2015-09-26,4823,204832.5,42.47,1385,2337,2,0.0415,12.38,222
2015-09-27,4880,203143.65,41.63,1375,2341,17,0.3484,12.6,247
2015-09-28,4734,212961.13,44.99,1377,2324,15,0.3169,12.55,225
2015-09-29,4700,200841.18,42.73,1381,2313,8,0.1702,12.09,211
2015-09-30,4847,216846.12,44.74,1386,2341,5,0.1032,11.9,249
2015-10-01,4323,205072.44,47.44,1358,2202,0,0.0,12.77,173
2015-10-02,4391,190810.53,43.45,1358,2248,7,0.1594,12.48,229
2015-10-03,4709,194140.45,41.23,1374,2308,0,0.0,11.98,230
2015-10-04,4772,199380.07,41.78,1386,2316,24,0.5029,12.72,229
2015-10-05,4890,204681.34,41.86,1389,2348,14,0.2863,11.49,249
2015-10-06,4743,204030.58,43.02,1367,2260,9,0.1898,12.12,226
2015-10-07,4861,208011.6,42.79,1394,2378,8,0.1646,12.3,249
2015-10-08,4312,198772.21,46.1,1360,2216,0,0.0,13.47,177
2015-10-09,4369,179393.27,41.06,1357,2233,9,0.206,11.83,235
2015-10-10,4859,201590.64,41.49,1383,2385,2,0.0412,12.31,246
2015-10-11,4780,202455.97,42.35,1385,2327,15,0.3138,12.26,214
2015-10-12,4814,195281.8,40.57,1368,2303,24,0.4985,12.65,238
2015-10-13,4774,203359.64,42.6,1364,2332,9,0.1885,12.17,240
2015-10-14,4887,223987.18,45.83,1371,2378,23,0.4706,11.79,216
2015-10-15,4308,192913.61,44.78,1348,2222,2,0.0464,12.37,188
2015-10-16,4487,186083.95,41.47,1363,2244,12,0.2674,12.19,264
2015-10-17,4738,191917.0,40.51,1371,2277,0,0.0,12.56,223
2015-10-18,4702,200605.8,42.66,1386,2308,16,0.3403,12.89,204
2015-10-19,4762,191104.21,40.13,1391,2318,10,0.21,11.93,221
2015-10-20,4776,212016.59,44.39,1366,2306,12,0.2513,12.25,232
2015-10-21,4868,213618.13,43.88,1382,2343,18,0.3698,12.92,246
2015-10-22,4296,193266.12,44.99,1362,2222,0,0.0,12.62,189
2015-10-23,4391,195032.69,44.42,1370,2220,18,0.4099,11.8,229
2015-10-24,4696,195734.13,41.68,1371,2296,2,0.0426,11.82,210
2015-10-25,4874,211622.13,43.42,1364,2367,16,0.3283,12.19,232
2015-10-26,4717,208950.84,44.3,1380,2308,18,0.3816,12.44,234
2015-10-27,4817,208109.23,43.2,1380,2357,17,0.3529,12.77,223
2015-10-28,4829,211410.82,43.78,1382,2335,17,0.352,12.74,236
2015-10-29,4301,196468.86,45.68,1342,2173,0,0.0,12.51,195
2015-10-30,4300,184142.52,42.82,1342,2182,13,0.3023,12.19,230
2015-10-31,4758,198163.77,41.65,1390,2334,2,0.042,12.84,217
2015-11-01,4876,200297.66,41.08,1377,2335,15,0.3076,12.33,249
2015-11-02,4781,199806.07,41.79,1386,2327,12,0.251,13.05,223
2015-11-03,4744,203347.27,42.86,1373,2320,9,0.1897,11.38,221
2015-11-04,4722,206559.33,43.74,1368,2288,0,0.0,11.94,223
2015-11-05,4257,206660.55,48.55,1349,2204,2,0.047,12.94,175
2015-11-06,4394,177162.1,40.32,1333,2176,10,0.2276,12.7,248
2015-11-07,4783,196997.38,41.19,1370,2318,0,0.0,11.94,229
2015-11-08,4863,203764.04,41.9,1383,2343,12,0.2468,13.08,235
2015-11-09,4796,191582.37,39.95,1365,2309,7,0.146,12.47,240
2015-11-10,4835,200167.79,41.4,1378,2328,13,0.2689,11.83,275
2015-11-11,4803,210088.17,43.74,1373,2302,1,0.0208,11.35,232
2015-11-12,4200,192621.12,45.86,1361,2196,2,0.0476,12.88,151
2015-11-13,4315,180042.56,41.72,1337,2154,2,0.0463,12.89,242
2015-11-14,4736,192019.48,40.54,1378,2302,0,0.0,12.48,238
2015-11-15,4765,205966.31,43.22,1383,2341,33,0.6925,12.78,217
2015-11-16,4802,205869.55,42.87,1370,2280,26,0.5414,12.95,234
2015-11-17,4931,201734.38,40.91,1378,2413,19,0.3853,12.09,234
2015-11-18,4895,212738.06,43.46,1374,2313,25,0.5107,12.22,250
2015-11-19,4215,196356.97,46.59,1354,2225,4,0.0949,13.67,183
2015-11-20,4416,188959.9,42.79,1357,2230,21,0.4755,12.93,241
2015-11-21,4818,199642.39,41.44,1379,2343,0,0.0,11.98,241
2015-11-22,4752,190469.46,40.08,1373,2327,18,0.3788,12.06,232
2015-11-23,4914,209574.92,42.65,1400,2385,26,0.5291,13.02,228
2015-11-24,4813,178713.87,37.13,1369,2321,10,0.2078,14.79,225
2015-11-25,4868,213458.51,43.85,1388,2361,9,0.1849,12.18,223
2015-11-26,4285,199826.07,46.63,1359,2214,0,0.0,12.23,165
2015-11-27,4424,190578.15,43.08,1364,2233,37,0.8363,12.7,243
2015-11-28,4910,197946.92,40.32,1382,2343,2,0.0407,11.81,255
2015-11-29,4712,189932.66,40.31,1381,2291,15,0.3183,12.44,201
2015-11-30,4762,204092.47,42.86,1384,2312,23,0.483,13.73,215
2015-12-01,4907,210224.43,42.84,1395,2365,9,0.1834,12.45,247
2015-12-02,4882,221166.64,45.3,1388,2357,39,0.7989,12.19,227
2015-12-03,4292,198779.88,46.31,1347,2180,4,0.0932,12.0,195
2015-12-04,4301,187883.83,43.68,1349,2200,8,0.186,11.32,231
2015-12-05,4893,210144.06,42.95,1374,2339,43,0.8788,13.47,240
2015-12-06,4763,210982.61,44.3,1380,2353,33,0.6928,12.66,227
2015-12-07,4833,206468.51,42.72,1378,2305,28,0.5794,12.52,238
2015-12-08,4830,198060.15,41.01,1373,2312,1,0.0207,12.28,237
2015-12-09,5025,219507.85,43.68,1390,2357,18,0.3582,12.06,261
2015-12-10,4267,197512.15,46.29,1345,2207,2,0.0469,12.47,178
2015-12-11,4461,196124.44,43.96,1369,2269,10,0.2242,13.14,247
2015-12-12,4813,199160.54,41.38,1369,2327,35,0.7272,12.32,225
2015-12-13,4882,205571.45,42.11,1389,2335,21,0.4302,12.86,245
2015-12-14,4819,202618.31,42.05,1373,2318,37,0.7678,12.45,208
2015-12-15,4753,195990.51,41.24,1383,2292,6,0.1262,11.82,241
2015-12-16,4832,221594.17,45.86,1387,2315,19,0.3932,11.53,248
2015-12-17,4292,195863.81,45.63,1361,2191,2,0.0466,12.51,182
2015-12-18,4524,193839.31,42.85,1353,2242,23,0.5084,13.15,247
2015-12-19,4790,207347.85,43.29,1380,2321,41,0.8559,12.82,235
2015-12-20,4930,205931.11,41.77,1389,2356,30,0.6085,12.33,243
2015-12-21,4805,198068.92,41.22,1384,2356,44,0.9157,12.78,228
2015-12-22,4862,193596.85,39.82,1381,2343,11,0.2262,12.28,240
2015-12-23,4949,217846.41,44.02,1379,2325,21,0.4243,12.37,238
2015-12-24,4278,200899.32,46.96,1357,2188,2,0.0468,13.04,185
2015-12-25,4983,174405.67,35.0,1379,2349,9,0.1806,13.55,297
2015-12-26,4803,193966.79,40.38,1386,2317,36,0.7495,12.76,228
2015-12-27,4982,204145.08,40.98,1379,2357,37,0.7427,13.11,254
2015-12-28,4831,198641.56,41.12,1410,2395,37,0.7659,12.63,213
2015-12-29,4647,187355.0,40.32,1390,2300,4,0.0861,12.35,201
2015-12-30,4860,223505.12,45.99,1374,2337,30,0.6173,12.78,218
2015-12-31,4238,180008.67,42.47,1342,2196,2,0.0472,13.47,177
2016-01-01,4969,167642.56,33.74,1377,2311,0,0.0,14.99,265
2016-01-02,4303,207283.7,48.17,1359,2216,30,0.6972,13.41,149
2016-01-03,4806,203712.54,42.39,1377,2342,27,0.5618,12.42,216
2016-01-04,4580,201181.88,43.93,1370,2295,10,0.2183,11.97,195
2016-01-05,4669,192151.6,41.15,1361,2278,22,0.4712,13.28,225
2016-01-06,4835,210397.65,43.52,1393,2323,17,0.3516,12.99,219
2016-01-07,4886,223169.75,45.68,1373,2380,30,0.614,12.53,213
2016-01-08,4216,193028.1,45.78,1372,2217,0,0.0,12.33,171
2016-01-09,4372,184975.68,42.31,1347,2234,15,0.3431,13.04,243
2016-01-10,4704,199077.66,42.32,1370,2314,28,0.5952,12.5,221
2016-01-11,4799,192262.04,40.06,1386,2309,15,0.3126,12.02,238
2016-01-12,4717,202046.43,42.83,1372,2297,20,0.424,12.4,196
2016-01-13,4810,198771.05,41.32,1379,2301,2,0.0416,12.04,239
2016-01-14,4951,227772.51,46.01,1377,2327,20,0.404,12.42,236
2016-01-15,4289,202678.72,47.26,1357,2221,0,0.0,13.27,178
2016-01-16,4484,200542.89,44.72,1362,2265,21,0.4683,13.29,257
2016-01-17,4978,190731.69,38.31,1399,2344,28,0.5625,14.85,233
2016-01-18,4874,206534.18,42.37,1375,2308,7,0.1436,11.78,240
2016-01-19,4732,200492.63,42.37,1382,2304,23,0.4861,13.04,225
2016-01-20,4794,210186.12,43.84,1379,2305,7,0.146,11.79,235
2016-01-21,4762,218231.76,45.83,1377,2316,22,0.462,12.35,203
2016-01-22,4199,187199.17,44.58,1337,2219,4,0.0953,13.17,173
2016-01-23,4360,190658.39,43.73,1355,2232,16,0.367,12.73,233
